name,city,swift_code
"SULO FRANCE S.A.S.","SAINT PRIEST","SUFAFR22"
"SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED","PARIS","SMBCFRPPGEB"
"SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED","PARIS","SMBCFRPP"
"SUSHI SHOP GROUP","PARIS","SUSGFRPP"
"SVENSKA HANDELSBANKEN AB","NICE","HANDFRPP"
"SWAN","MONTREUIL","SWNBFR22"
"SWISS LIFE ASSET MANAGEMENT (FRANCE)","PARIS","SLAMFRPP"
"SWISS LIFE ASSET MANAGEMENT (FRANCE)","PARIS","SLAMFRPPAMB"
"SWISSLIFE BANQUE PRIVEE","PARIS","SWILFRPPOPE"
"SWISSLIFE BANQUE PRIVEE","PARIS","SWILFRPPBDF"
"SWISSLIFE BANQUE PRIVEE","PARIS","SWILFRPP114"
"SWISSLIFE BANQUE PRIVEE","PARIS","SWILFRPP"
"SYNLAB GESTION","PARIS","LAGEFRPP"
"TARKETT","PARIS","TARKFRPP"
"TECHNICOLOR","PARIS","TCHIFRPP"
"TELEPERFORMANCE","PARIS","TPSAFRPP"
"TEREOS","ORIGNY SAINTE-BENOITE","TEREFR22"
"THALES SA","COURBEVOIE","TCSFFRPP"
"THE BANK OF NEW YORK MELLON SA/NV","PARIS","BNYMFRPP"
"THE EXPORT-IMPORT BANK OF CHINA, PARIS BRANCH","PARIS","EIBCFRPP"
"THOM EUROPE S.A.S.","PARIS","THOEFRPP"
"THUASNE","LEVALLOIS PERRET","THUAFR22"
"TOKHEIM GROUP SERVICES","LE PLESSIS-ROBINSON","TOKHFR22"
"TOTAL DIRECT ENERGIE","PARIS","DIREFRPP"
"TOTAL TREASURY","PARIS","TTREFRPP"
"TOUAX SCA","PARIS","TOUAFRPP"
"TRADITION SECURITIES AND FUTURES","PARIS","TREFFRP2"
"TRANSALLIANCE SERVICE","NANCY","TSERFR22"
"TRANSATEL SA","PARIS","TSLFFRPP"
"TRANSDEV","ISSY LES MOULINEAUX","TDEVFRPP"
"TREASURYXPRESS","PARIS","BOXXFRPP"
"TREVES SAS","PARIS","TREGFRPP"
"TREVES TEXTILES AND SEAT COMPONENTS","PARIS","TSCGFRPP"
"TUNISIAN FOREIGN BANK","LYON","UTUBFRPPLYO"
"TUNISIAN FOREIGN BANK","MARSEILLE","UTUBFRPPMAR"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPPBDF"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPPPYR"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPPREP"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPPBEL"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPP"
"UBISOFT ENTERTAINMENT S.A.","RENNES","UBOFFR22"
"UBS (FRANCE) SA","PARIS","UBSWFRPPBDF"
"UBS (FRANCE) SA","PARIS","UBSWFRPP"
"UJA","PARIS","UJAAFRPP"
"UNESCO (UNITED NATIONS EDUCATIONAL, SCIENTIFIC AND CULTURAL ORGANIZATION","PARIS","UNESFRPP"
"UNIBAIL-RODAMCO","PARIS","UNBDFRPP"
"UNICREDITO ITALIANO SPA - SUCCURSALE DE PARIS","PARIS","UNCRFRPP"
"UNION DE BANQUES ARABES ET FRANCAISES","COURBEVOIE","UBAFFRPP"
"UNIONE DI BANCHE ITALIANE S.P.A.","NICE","BREUFR22"
"UNITED BISCUITS","VERTOU","UNBUFR22"
"UNIVERSAL MUSIC GROUP TREASURY SAS","PARIS","UMGTFRPP"
"UP","GENNEVILLIERS","UPGEFRPP"
"UPSA S.A.S.","RUEIL MALMAISON","UPASFRPP"
"VALEO SA","PARIS","VAEOFRPP"
"VALLOUREC TUBES","BOULOGNE BILLANCOURT","VLRCFR22"
"VEOLIA ENVIRONNEMENT SA","PARIS","VEOEFRPP"
"VERALLIA FRANCE","COURBEVOIE","VERAFRPP"
"VERESCENCE FRANCE","PUTEAUX","SGDPFRPP"
"VETOQUINOL SA","LURE","VETOFR2L"
"VIGIFINANCE","PARIS","VIGIFRP2"
"VILMORIN ET CIE","PARIS","VCOMFRPP"
"VINCI","RUEIL MALMAISON","VINCFRPP"
"VINCI CONSTRUCTION FRANCE","NANTERRE","VCFRFRPP"
"VINCI CONSTRUCTION GRANDS PROJETS","RUEIL-MALMAISON","VCGPFR22"
"VINCI ENERGIES S.A.","MONTESSON","VESAFR22"
"VIRBAC S.A","CARROS","VIRBFR22"
"VIVA PAYMENT SERVICES S.A. FRENCH BRANCH","PARIS","VPAYFRP2"
"VIVA SANTE","CHENOVE","VIVAFR22"
"VIVARTE","PARIS","FIFLFRPP"
"VIVENDI","PARIS","VIVEFRPP"
"VIVESCIA SERVICES","REIMS","VVCAFR22"
"VIVUSCARD","EZE","VIVCFR22"
"VOLTALIA S.A.","PARIS","VLTAFRPP"
"WATERS S.A.S","GUYANCOURT","WTERFR22"
"WAVESTONE S.A.","PARIS","WAVSFRPP"
"WEBHELP PAYMENT SERVICES FRANCE SAS","LA MOTTE-SERVOLEX","FDFRFR22"
"WEBHELP SAS","PARIS","WEBHFRPP"
"WELLS FARGO SECURITIES EUROPE S.A.","PARIS","WFSEFRPP"
"WELLS FARGO SECURITIES EUROPE S.A.","PARIS","WFSEFRPPBCP"
"WENDEL SE","PARIS","WENDFRPP"
"WIDE ASSET MANAGEMENT","PARIS","WIAGFRP2"
"WINOA","LE CHEYLAS","WWWAFR22"
"WORLD FREIGHT COMPANY","ROISSY-EN-FRANCE","WFCSFR2P"
"WORLDLINE S.A.","BEZONS","WOLNFR22"
"YMAGIS S.A.","PARIS","YMGIFRPP"
"YOPLAIT SAS","BOULOGNE BILLANCOURT","YOPPFRPP"
"YPI","NANTERRE","YPIIFR2N"
"YVES ROCHER","ISSY LES MOULINEAUX","YROCFRPP"
"Z AND V SAS","PARIS","ZAVOFRPP"
"ZODIAC AEROSPACE","PLAISIR","ZODCFR22"
